objectid,parentid,title,creator,date,date_archival,date_is_approximate,description,subject,recipient,associated_names,location,latitude,longitude,location_2,latitude_2,longitude_2,identifier,doc_length,source,language,rights,rightsstatement,student_initials,publish,original_format,type,format,object_comments,group,display_template,filename,object_location,image_small,image_thumb,extension,box_num,folder_num,id_num
ce_b3_f3-item5,,Letter from Donald Crabtree to Tessa J. Dalton,"Crabtree, Donald ""Don"" E.",1973-07-16,1973-07-16,,"Letter to Tessa J. Dalton and James Michener informing Michener of an error in his association with Clovis and Folsom points with the mastodon in his manuscript of ""Centennial.""",field school; professional correspondence; manuscript; lithic technology,"Dalton, Tessa J.",James Michener,"Kimberly, Idaho",42.53382958860803,-114.36775020586066,"Denver, Colorado",39.73733106734888,-104.99176264479415,CE_B3_F3-Item5,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item5.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item5.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item5_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item5_th.jpg,pdf,B3,F3,F3-Item5
ce_b3_f3-item50,,Invitation to Donald Crabtree to the Christmas Ball,"Davis, William E.; Mrs. William E. Davis",,December,yes,Invitation to Donald Crabtree to Idaho State University's annual Christmas Ball.,invitation; personal correspondence; holiday greetings,"Crabtree, Donald ""Don"" E.",,"Pocatello, Idaho",42.86278897098962,-112.44897544278516,,,,CE_B3_F3-Item50,"3.5""x7""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,invitation,Text,application/pdf,,archives,pdf,CE_B3_F3-Item50.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item50.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item50_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item50_th.jpg,pdf,B3,F3,F3-Item50
ce_b3_f3-item51,,Letter between Donald Crabtree and John Dawkins,"Dawkins, John",1977-03-18,1977-03-18,,"Letter to Donald Crabtree discussing questions about the Late Iroquois Village site in Ontario, Canada. Dawkins hopes for help in learning how to determine between pecking and flake removal wear patterns.",flaking; lithic technology; flintknapping; professional correspondence,"Crabtree, Donald ""Don"" E.",,"London, Ontario, Canada",42.98698128370634,-81.24313515745271,"Pocatello, Idaho",42.86278897098962,-112.44897544278516,CE_B3_F3-Item51,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item51.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item51.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item51_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item51_th.jpg,pdf,B3,F3,F3-Item51
ce_b3_f3-item52,,Letter to John Dawkins discussing hammerstone techniques,"Crabtree, Donald ""Don"" E.",,,,"Letter to John Dawkins discussing how a hammerstone is used in the reduction of lithic material. The letter does not have a sign off, but the originator is assumedly Donald Crabtree. The letter also does not have an explicit letterhead, but one typed on the side of the page.",illness; flaking; flintknapping; professional correspondence; lithic technology; experimental archaeology,"Dawkins, John",,,,,,,,CE_B3_F3-Item52,"8""x10.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item52.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item52.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item52_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item52_th.jpg,pdf,B3,F3,F3-Item52
ce_b3_f3-item53,,"Letter to Donald Crabtree from Alison Dawson of the ""Current Anthropology"" journal","Dawson, Alison",1969-02-03,1969-02-03,,"Letter to Donald Crabtree confirming his publication of his article in ""Current Anthropology."" Dawson requests some edits and informs Crabtree he will receive 15 free copies of the publication.",publications (documents); professional correspondence; flintknapping; article exchange; experimental archaeology,"Crabtree, Donald ""Don"" E.","Swanson, Earl; Tixier, Jacques; Stephen Easton; Robert MacLehose","Glasgow, Scotland",55.86732631436724,-4.268170735916154,"Edmonton, Alberta, Canada",53.54730828513334,-113.4694036854013,CE_B3_F3-Item53,"8.5""x10""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item53.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item53.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item53_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item53_th.jpg,pdf,B3,F3,F3-Item53
ce_b3_f3-item54,,Letter from Donald Crabtree to Alison Dawson,"Crabtree, Donald ""Don"" E.",1969-03-07,1969-03-07,,"Letter to Alison Dawson in which Crabtree makes some corrections to his paper that was published in ""Current Anthropology"" and gives five key descriptive words.",lithic technology; corrections; publications (documents); professional correspondence; research report,"Dawson, Alison","Tixier, Jacques; Swanson, Earl","Kimberly, Idaho",42.53382958860803,-114.36775020586066,"Glasgow, Scotland",55.86732631436724,-4.268170735916154,CE_B3_F3-Item54,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item54.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item54.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item54_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item54_th.jpg,pdf,B3,F3,F3-Item54
ce_b3_f3-item55,,Letter from Alison Dawson to Donald Crabtree,"Dawson, Alison",1969-03-13,1969-03-13,,"Letter to Donald Crabtree thanking him for his corrections made to the article, and noting that he ordered 100 extra tearsheets of the print.",publications (documents); professional correspondence; research report,"Crabtree, Donald ""Don"" E.",,"Glasgow, Scotland",55.86732631436724,-4.268170735916154,"Pocatello, Idaho",42.86278897098962,-112.44897544278516,CE_B3_F3-Item55,"8.5""x10""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item55.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item55.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item55_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item55_th.jpg,pdf,B3,F3,F3-Item55
ce_b3_f3-item56,,Letter from Herbert De Staebler to Donald Crabtree,"Staebler, Herbert De",1967-09-05,1967-09-05,,Letter to Donald Crabtree asking for advice on flintknapping. He hopes Crabtree can direct him to helpful publications on the flaking technique of flintknapping.,flintknapping; flaking technique; article exchange; professional correspondence,"Crabtree, Donald ""Don"" E.","Haynes, Vance","Palo Alto, California",37.442955934449245,-122.14444861878239,"Kimberly, Idaho",42.53382958860803,-114.36775020586066,CE_B3_F3-Item56,"8""x10.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item56.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item56.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item56_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item56_th.jpg,pdf,B3,F3,F3-Item56
ce_b3_f3-item57,,Letter from Herbert De Staebler to Donald Crabtree,"Staebler, Herbert De",1967-09-04,1967-09-04,,Letter to Donald Crabtree thanking Crabtree for the suggestion of the Tebiwa articles and for helping him learn how to flintknap. Staebler notes that filming while doing flintknapping work would be helpful to understand technique.,flintknapping; Tebiwa; article exchange; film; lithic technology; professional correspondence,"Crabtree, Donald ""Don"" E.",,"Palo Alto, California",37.442955934449245,-122.14444861878239,"Kimberly, Idaho",42.53382958860803,-114.36775020586066,CE_B3_F3-Item57,"8""x10.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item57.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item57.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item57_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item57_th.jpg,pdf,B3,F3,F3-Item57
ce_b3_f3-item58,,Letter from Donald Crabtree to Herbert De Staebler,"Crabtree, Donald ""Don"" E.",1967-08-15,1967-08-15,,Letter to Herbert De Staebler suggesting a subscription to the Tebiwa journal. Includes two article copies. Crabtree suggests looking into B.A.E. Bulletin #60 by W.H. Holmes.,flintknapping; Tebiwa; publications (documents); article exchange; professional correspondence,"Staebler, Herbert De",W.H. Holmes,"Kimberly, Idaho",42.53382958860803,-114.36775020586066,"Palo Alto, California",37.442955934449245,-122.14444861878239,CE_B3_F3-Item58,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item58.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item58.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item58_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item58_th.jpg,pdf,B3,F3,F3-Item58
ce_b3_f3-item59,,Letter to Donald Crabtree from Terry A. Del Bene,"Del Bene, Terry A.",1978-10-11,1978-10-11,,Invitation for Donald Crabtree to participate in the Lithic Technology session of a Society for American Archaeology meeting. Del Bene requests Crabtree to present a paper of new technology and findings as well as turn in an abstract before the meeting. Includes the envelope.,lithic technology; conferences; invitation; professional correspondence,"Crabtree, Donald ""Don"" E.",Gerald A. Holley,"Storrs, Connecticut",41.80876812495889,-72.24913852153533,"Kimberly, Idaho",42.53382958860803,-114.36775020586066,CE_B3_F3-Item59,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter; envelope,Text,application/pdf,,archives,pdf,CE_B3_F3-Item59.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item59.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item59_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item59_th.jpg,pdf,B3,F3,F3-Item59
ce_b3_f3-item6,,Letter from Robert W. Dana to Donald Crabtree,"Dana, Robert W.",1970-01-15,1970-01-15,,Letter to Donald Crabtree asking him to send in a resume to boost his description in a press release for an upcoming stone-chipping exhibition.,flintknapping; professional correspondence; press release,"Crabtree, Donald ""Don"" E.",,"New York City, New York",40.71901074616206,-73.99482159554974,"Kimberly, Idaho",42.53382958860803,-114.36775020586066,CE_B3_F3-Item6,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item6.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item6.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item6_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item6_th.jpg,pdf,B3,F3,F3-Item6
ce_b3_f3-item60,,Letter to Donald Crabtree from Terry Del Bene,"Del Bene, Terry A.",1978-11-17,1978-11-17,,Letter to Donald Crabtree discussing wedge shaped cores from a past article and an upcoming Society for American Anthropology meeting in which Del Bene requests Crabtree's participation. He extends the offer of acting as a panel discussionist instead of presenting a paper if Crabtree chooses.,lithic technology; conferences; flintknapping; experimental archaeology; professional correspondence,"Crabtree, Donald ""Don"" E.",Phil Shelley; Gerald Holley; Errett Callahan,"Storrs, Connecticut",41.80876812495889,-72.24913852153533,"Kimberly, Idaho",42.53382958860803,-114.36775020586066,CE_B3_F3-Item60,"7.5""x10.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item60.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item60.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item60_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item60_th.jpg,pdf,B3,F3,F3-Item60
ce_b3_f3-item61,,Letter to Terry Del Bene from Donald Crabtree,"Crabtree, Donald ""Don"" E.",1978-12-03,1978-12-03,,Letter to Terry Del Bene commenting on Del Bene's paper on wedge shaped cores and possible holding techniques. Crabtree suggests seeking out information on Dr. V. N. Misra's mini-micro cores. Crabtree he hopes to attend the Society for American Archaeology meeting.,lithic technology; prehistoric technology; conferences; professional correspondence; experimental archaeology,"Del Bene, Terry A.","Tixier, Jacques; V. N. Misra","Kimberly, Idaho",42.53382958860803,-114.36775020586066,"Storrs, Connecticut",41.80876812495889,-72.24913852153533,CE_B3_F3-Item61,"8""x10.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item61.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item61.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item61_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item61_th.jpg,pdf,B3,F3,F3-Item61
ce_b3_f3-item62,,Letter to Donald Crabtree from Nicholas J. Del Cioppo,"Del Cioppo, Nicholas J.",1974-06-15,1974-06-15,,"Letter to Donald Crabtree in which Del Cioppo introduces himself and discusses some of his research with Gary Berg on possible breakage in stone tools. Del Cioppo is seeking data concerning breakage, and reference articles. Includes a copy of their research proposal.",lithic replication; flintknapping; lithic technology; Tebiwa; experimental archaeology; professional correspondence,"Crabtree, Donald ""Don"" E.",Gary Berg; Messrs; Bourdes; Bordaz,"Rohnert Park, California",38.339992834661714,-122.69877855853437,"Pocatello, Idaho",42.86203401526502,-112.45687186533739,CE_B3_F3-Item62,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item62.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item62.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item62_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item62_th.jpg,pdf,B3,F3,F3-Item62
ce_b3_f3-item63,,Letter from Donald Crabtree to Nicholas J. Del Cioppo,"Crabtree, Donald ""Don"" E.",1974-09-09,1974-09-09,,Letter to Nicholas J. Del Cioppo suggesting Earl Swanson to get a list of Crabtree's publications for reference. He also suggests Del Cioppo and his colleague practice flintknapping to understand the way flint-like materials fracture.,experimental archaeology; flintknapping; professional correspondence; publications (documents); lithic technology,"Del Cioppo, Nicholas J.","Swanson, Earl; Gary Berg","Kimberly, Idaho",42.53382958860803,-114.36775020586066,"Sonoma, California",38.29196780389792,-122.45648107964426,CE_B3_F3-Item63,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item63.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item63.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item63_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item63_th.jpg,pdf,B3,F3,F3-Item63
ce_b3_f3-item64,,Invitation to Evelyn and Donald Crabtree for the Solemn blessing of Reverend Gerald Desmond,"Desmond, Gerald R.",,,,"Formal invitation to Evelyn and Donald Crabtree for the Solemn blessing of Reverend Gerald Desmond in Seattle, Washington. Includes pre-addressed envelope to the chairman of the blessing committee, a detailed notecard, and another envelope.",religion; invitation; personal correspondence; blessing,"Crabtree, Donald ""Don"" E.; Crabtree, Evelyn",Gerald Desmond,"Olympia, Washington",47.038158234791055,-122.90039222840366,"Kimberly, Idaho",42.53382958860803,-114.36775020586066,CE_B3_F3-Item64,"6.5""x7.5""; 6.5""x3.5""; 5""x3""; 8.5""x5.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,invitation; envelope,Text,application/pdf,,archives,pdf,CE_B3_F3-Item64.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item64.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item64_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item64_th.jpg,pdf,B3,F3,F3-Item64
ce_b3_f3-item65,,Letter to Donald Crabtree from Gerald R. Desmond,"Desmond, Gerald R.",,,,Letter to Donald Crabtree thanking him for sharing his writing and notes that it will be useful while he is teaching anthropology. Desmond writes he will continue praying for Donald and Evelyn Crabtree's health.,illness; religion; travel; personal correspondence,"Crabtree, Donald ""Don"" E.",,"Olympia, Washington",47.038158234791055,-122.90039222840366,"Kimberly, Idaho",42.53382958860803,-114.36775020586066,CE_B3_F3-Item65,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item65.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item65.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item65_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item65_th.jpg,pdf,B3,F3,F3-Item65
ce_b3_f3-item66,,Holiday card to Donald and Evelyn Crabtree from Gerald R. Desmond,"Desmond, Gerald R.",1977-12-19,1977-12-19,,"Card to Donald and Evelyn Crabtree from Reverend Gerald Desmond stating they will be ""especially remembered"" at St. Martin's Abbey on Christmas day. Includes the envelope.",religion; christmas; invitation; personal correspondence,"Crabtree, Donald ""Don"" E.; Crabtree, Evelyn",,"Olympia, Washington",47.038158234791055,-122.90039222840366,"Kimberly, Idaho",42.53382958860803,-114.36775020586066,CE_B3_F3-Item66,"4""x5.5""; 5.5""x4.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,card; envelope,Text,application/pdf,,archives,pdf,CE_B3_F3-Item66.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item66.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item66_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item66_th.jpg,pdf,B3,F3,F3-Item66
ce_b3_f3-item67,,Letter to Johnny Dixon from Donald Crabtree,"Crabtree, Donald ""Don"" E.",1974-04-17,1974-04-17,,"Letter to Johnny Dixon discussing various blade discovery sites, specifically: Knob Hill Quarry; Murray Springs, California; Calico Hills, California; Lena River, Siberia; Aluetain Islands. Crabtree then makes some connections about the Knob Hill material.",blademaking; flintknapping; experimental archaeology; material sourcing; lithic technology; professional correspondence,"Dixon, Johnny",,"Kimberly, Idaho",42.53382958860803,-114.36775020586066,"Las Vegas, Nevada",36.17093897762865,-115.13518371894229,CE_B3_F3-Item67,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item67.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item67.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item67_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item67_th.jpg,pdf,B3,F3,F3-Item67
ce_b3_f3-item68,,Letter to Johnny and Hisako Dixon from Donald Crabtree,"Crabtree, Donald ""Don"" E.",1975-02-21,1975-02-21,,Letter to Johnny and Hisako Dixon thanking them for their generosity when Donald and Evelyn Crabtree visited Las Vegas. The letter discuss an issue of National Geographic featuring an article by Alexander Marshack on incising and engraving stone by the ancient man.,vacation; visit; article exchange; publications (documents); travel; personal correspondence,"Dixon, Johnny and Hisako","Swanson, Earl; Alexander Marshack","Kimberly, Idaho",42.53382958860803,-114.36775020586066,"Las Vegas, Nevada",36.17093897762865,-115.13518371894229,CE_B3_F3-Item68,"8""x10.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item68.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item68.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item68_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item68_th.jpg,pdf,B3,F3,F3-Item68
ce_b3_f3-item69,,Letter to Donald Crabtree from Johnny Dixon,"Dixon, Johnny",1976-04-05,1976-04-05,,Letter to Donald Crabtree discussing Dixon's discovery of lettering on stones in old phoenician. He discusses his observations. Includes the envelope the letter was sent in.,prehistoric technology; illness; lithic technology; professional correspondence,"Crabtree, Donald ""Don"" E.",,"Las Vegas, Nevada",36.17093897762865,-115.13518371894229,"Kimberly, Idaho",42.53382958860803,-114.36775020586066,CE_B3_F3-Item69,"7""x10""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item69.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item69.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item69_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item69_th.jpg,pdf,B3,F3,F3-Item69
ce_b3_f3-item7,,Letter from Robert W. Dana to Mr. O. A. (Gus) Kelker,"Dana, Robert W.",1970-03-06,1970-03-06,,"Letter to Gus Kelker thanking him for the article about Donald Crabtree he sent to them from the Times News. Dana writes that the public misses Crabtree's presence at the American Museum of Natural History. Letter was seemingly sent to Donald Crabtree from Gus Kelker as per the note on the corner that reads: ""Don - Love - Gus.""",article exchange; professional correspondence; news,"Kelker, O. A.",,"New York City, New York",40.71901074616206,-73.99482159554974,"Kimberly, Idaho",42.53382958860803,-114.36775020586066,CE_B3_F3-Item7,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item7.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item7.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item7_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item7_th.jpg,pdf,B3,F3,F3-Item7
ce_b3_f3-item70,,Holiday card to Evelyn and Donald Crabtree from Johnny and Hisako Dixon,"Dixon, Johnny; Hisako",1976-04-05,1976-04-05,,Holiday card to Evelyn and Donald Crabtree with an East Asian winter scene on the front. Includes the envelope.,holiday card; personal correspondence,"Crabtree, Donald ""Don"" E.",Kenneth Knudson,"Las Vegas, Nevada",36.17093897762865,-115.13518371894229,"Kimberly, Idaho",42.53382958860803,-114.36775020586066,CE_B3_F3-Item70,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,holiday card; envelope,Text,application/pdf,,archives,pdf,CE_B3_F3-Item70.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item70.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item70_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item70_th.jpg,pdf,B3,F3,F3-Item70
ce_b3_f3-item71,,Letter from Donald Crabtree to Johnny and Hisako Dixon,"Crabtree, Donald ""Don"" E.",1976-04-05,1976-04-05,,"Letter to Johnny and Hisako Dixon discussing Johnny's change of position, and Crabtree wishes Doctor Ruthann Knudson could have met him before this happened. Crabtree hopes Johnny and Hisako can make it out for a trip to Idaho as the weather is good for exploring.",illness; travel; prehistory; personal correspondence,"Dixon, Johnny and Hisako","Knudson, Ruthann; Doctor Shaub","Kimberly, Idaho",42.53382958860803,-114.36775020586066,,,,CE_B3_F3-Item71,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B3_F3-Item71.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B3_F3-Item71.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b3_f3-item71_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b3_f3-item71_th.jpg,pdf,B3,F3,F3-Item71
